NomProduit,Descriptions,Categories,DateAjout,PrixUnitaire,Quantite,IdFournisseurs
Baume pour les lèvres Carmex,Nan,Produits de soin des lèvres,2023-11-19 22:47:45,700.0,1,
Déodorant bille fraîcheur Nivea,Nan,Produits d'hygiène,2023-02-08 20:46:27,800.0,1,
Rillettes de thon au citron,Nan,Charcuterie,2023-04-01 06:05:18,1500.0,1,
Jambon des Ardennes,Nan,Charcuterie,2023-04-03 11:23:51,2000.0,1,
Baume après-rasage hydratant Nivea,Nan,Produits de rasage,2023-09-03 09:54:15,700.0,1,
Pâté de faisan,Nan,Charcuterie,2023-08-16 10:22:03,1800.0,1,
Sachet de chips au fromage,Nan,Snack,2023-12-09 03:00:55,1000.0,1,
Jambon cru,Nan,Charcuterie,2023-10-09 00:25:15,1700.0,1,
Démaquillant yeux waterproof Garnier,Nan,Produits de démaquillage,2023-03-02 09:37:38,1200.0,1,
Sérum hydratant Vichy,Nan,Produits de soin pour le visage,2023-01-02 18:10:05,3000.0,1,
Bouteille de sauce tomate,Nan,Condiment,2023-01-03 08:18:07,500.0,1,
Terrine de sanglier,Nan,Charcuterie,2023-05-29 18:35:40,1700.0,1,
Gel douche Nivea,Nan,Produits de douche,2023-05-28 08:16:31,1200.0,1,
Saucisson à la pistache,Nan,Charcuterie,2023-12-12 22:49:11,1400.0,1,
Crème de nuit régénérante L'Oréal,Nan,Produits de soin pour le visage,2023-01-21 18:05:15,1200.0,1,
Saucisse sèche,Nan,Charcuterie,2023-10-26 14:09:07,1700.0,1,
Lingettes démaquillantes à l'eau micellaire Garnier,Nan,Produits de démaquillage,2023-02-17 10:07:12,800.0,1,
Jambon de la Dombes,Nan,Charcuterie,2023-06-18 04:47:58,2000.0,1,
Bouteille de jus d'orange Jafpp,Nan,Jus,2023-12-16 17:48:05,1500.0,1,
Saucisson aux noisettes,Nan,Charcuterie,2023-12-27 16:26:04,1400.0,1,
Terrine de faisan aux raisins,Nan,Charcuterie,2023-07-31 02:59:23,1700.0,1,
Démaquillant Garnier,Nan,Produits de démaquillage,2023-02-10 00:01:29,1200.0,1,
Terrine de sanglier,Nan,Charcuterie,2023-10-30 23:21:14,1700.0,1,
Rillettes d'oie,Nan,Charcuterie,2023-10-14 12:22:14,1500.0,1,
Boudin noir,Nan,Charcuterie,2023-09-09 00:45:13,1500.0,1,
Dentifrice blanchissant Colgate,Nan,Produits d'hygiène dentaire,2023-10-06 00:37:05,500.0,1,
Crème solaire peaux sensibles Avène,Nan,Produits de protection solaire,2023-07-16 23:11:52,2000.0,1,
Soin hydratant intense pour le visage Nivea,Nan,Produits de soin pour le visage,2023-02-13 20:56:02,2500.0,1,
Lingettes rafraîchissantes pour le visage Nivea,Nan,Produits de démaquillage,2023-11-07 15:15:49,800.0,1,
Sachet de popcorn,Nan,Snack,2023-11-07 23:58:40,500.0,1,
Rillettes de poisson,Nan,Charcuterie,2023-09-08 06:11:13,1300.0,1,
Gel nettoyant visage doux Nivea,Nan,Produits de soin pour le visage,2023-05-07 19:40:20,1800.0,1,
Boîte de conserve de thon Petit Navire,Nan,Poisson,2023-05-28 16:20:36,1000.0,1,
Paquet de riz long grain,Nan,Alimentation,2023-08-28 09:45:56,1000.0,1,
Saucisse de volaille,Nan,Charcuterie,2023-05-02 09:06:06,1600.0,1,
Rillettes de saumon,Nan,Charcuterie,2023-05-23 23:48:23,1500.0,1,
Sachet de pâtes de curry rouge,Nan,Condiment,2023-03-06 09:00:16,750.0,1,
Jambon de Parme,Nan,Charcuterie,2023-03-05 22:46:06,2000.0,1,
Lait hydratant pour le corps Johnson's,Nan,Produits de soin pour le corps,2023-03-17 10:04:52,1000.0,1,
Lingettes rafraîchissantes pour le visage Nivea,Nan,Produits de démaquillage,2023-04-26 13:50:39,800.0,1,
Lingettes démaquillantes à l'eau micellaire Garnier,Nan,Produits de démaquillage,2023-10-13 17:15:36,800.0,1,
Jambon de Savoie,Nan,Charcuterie,2023-03-27 18:52:50,2000.0,1,
Paquet de lentilles,Nan,Alimentation,2023-08-15 09:54:29,750.0,1,
Gel nettoyant visage doux Nivea,Nan,Produits de soin pour le visage,2023-09-09 17:46:27,1800.0,1,
Jambon des Ardennes,Nan,Charcuterie,2023-09-25 21:11:25,2000.0,1,
Baume nourrissant pour les mains Nuxe,Nan,Produits de soin pour les mains,2023-01-25 04:27:46,1000.0,1,
Shampooing anti-pelliculaire Vichy,Nan,Produits de soin capillaire,2023-02-27 05:32:20,1500.0,1,
Lotion tonique adoucissante Garnier,Nan,Produits de soin pour le visage,2023-02-23 09:46:15,1200.0,1,
Saucisson aux herbes,Nan,Charcuterie,2023-07-10 11:42:22,1400.0,1,
Pâté de chevreuil,Nan,Charcuterie,2023-09-04 08:10:54,1800.0,1,
Saucisson à la pistache,Nan,Charcuterie,2023-12-06 23:41:33,1400.0,1,
Saucisson aux herbes,Nan,Charcuterie,2023-12-18 20:45:56,1400.0,1,
Gel douche exfoliant Nivea,Nan,Produits de douche,2023-09-30 19:22:30,1200.0,1,
Jambon de Parme,Nan,Charcuterie,2023-01-09 20:17:15,2000.0,1,
Saucisson à l'ail,Nan,Charcuterie,2023-09-24 15:16:48,1300.0,1,
Dentifrice reminéralisant Elmex,Nan,Produits d'hygiène dentaire,2023-03-17 19:32:16,500.0,1,
Déodorant anti-transpirant Vichy,Nan,Produits d'hygiène,2023-05-03 21:18:48,800.0,1,
Jambon de la Forêt de Marly,Nan,Charcuterie,2023-06-27 01:59:28,2000.0,1,
Saucisse de foie,Nan,Charcuterie,2023-10-29 01:45:11,1800.0,1,
Dentifrice Signal,Nan,Produits d'hygiène dentaire,2023-04-25 04:59:22,500.0,1,
Boîte de haricots verts en conserve,Nan,Condiment,2023-03-23 16:17:19,750.0,1,
Crème de jour hydratante et protectrice Nivea,Nan,Produits de soin pour le visage,2023-02-23 11:17:43,1200.0,1,
Soin hydratant intense pour le visage Nivea,Nan,Produits de soin pour le visage,2023-10-02 03:33:28,2500.0,1,
Saucisse de Morteau,Nan,Charcuterie,2023-03-01 00:22:06,1600.0,1,
Terrine de faisan,Nan,Charcuterie,2023-03-18 11:13:07,1700.0,1,
Gel douche hydratant à la grenade Neutrogena,Nan,Produits de douche,2023-03-07 05:56:36,1200.0,1,
Terrine de chevreuil,Nan,Charcuterie,2023-09-16 21:07:17,1700.0,1,
Sachet de thé vert,Nan,Thé,2023-10-18 06:04:27,500.0,1,
Pain de mie Jacques,Nan,Alimentation,2023-12-29 13:10:23,750.0,1,
Jambon de la Forêt de Marly,Nan,Charcuterie,2023-01-10 11:16:59,2000.0,1,
Shampooing fortifiant L'Oréal,Nan,Produits de soin capillaire,2023-04-13 20:57:33,1800.0,1,
Coppa,Nan,Charcuterie,2023-01-10 09:28:18,1600.0,1,
Saucisse au poivre,Nan,Charcuterie,2023-08-28 06:33:28,1600.0,1,
Boîte de mouchoirs en papier Kleenex,Nan,Hygiène,2023-06-10 08:35:17,1000.0,1,
Jambon de Parme,Nan,Charcuterie,2023-11-25 06:23:53,2000.0,1,
Lotion tonique adoucissante Garnier,Nan,Produits de soin pour le visage,2023-08-04 20:46:14,1200.0,1,
Sachet de graines de chia,Nan,Condiment,2023-01-28 09:37:22,1000.0,1,
Crème de jour anti-rides Nivea,Nan,Produits de soin pour le visage,2023-07-02 06:55:42,1200.0,1,
Terrine de gibier,Nan,Charcuterie,2023-07-02 00:36:07,1500.0,1,
Démaquillant pour les yeux bi-phasé Nivea,Nan,Produits de démaquillage,2023-05-13 06:30:53,1200.0,1,
Paquet de chips Lay's,Nan,Snack,2023-03-29 17:02:43,750.0,1,
Déodorant roll-on sans alcool Nivea,Nan,Produits d'hygiène,2023-04-10 05:42:06,800.0,1,
Démaquillant pour les yeux bi-phasé Nivea,Nan,Produits de démaquillage,2023-11-18 00:17:34,1200.0,1,
Gel coiffant effet brillant Schwarzkopf,Nan,Produits de coiffure,2023-08-04 07:03:23,1500.0,1,
Shampooing réparateur Elsève,Nan,Produits de soin capillaire,2023-08-26 11:12:55,1500.0,1,
Paquet de chips Pringles,Nan,Snack,2023-10-07 00:16:27,1000.0,1,
Shampooing fortifiant L'Oréal,Nan,Produits de soin capillaire,2023-06-24 08:24:55,1800.0,1,
Pâté de campagne,Nan,Charcuterie,2023-11-09 01:43:31,1200.0,1,
Mortadelle,Nan,Charcuterie,2023-05-09 14:17:12,1700.0,1,
Bouteille de vinaigre blanc,Nan,Condiment,2023-02-27 21:07:52,750.0,1,
Crème réparatrice pour les pieds Scholl,Nan,Produits de soin pour les pieds,2023-10-30 21:49:39,1500.0,1,
Baume après-rasage hydratant Nivea,Nan,Produits de rasage,2023-05-22 09:16:24,700.0,1,
Lotion anti-âge pour le visage L'Oréal,Nan,Produits de soin pour le visage,2023-01-27 07:31:46,1200.0,1,
Gel nettoyant visage doux Nivea,Nan,Produits de soin pour le visage,2023-06-11 03:53:16,1800.0,1,
Rillettes de thon au citron,Nan,Charcuterie,2023-03-20 02:29:33,1500.0,1,
Soin anti-rides contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2023-11-17 00:22:45,2500.0,1,
Lingettes démaquillantes apaisantes Nivea,Nan,Produits de démaquillage,2023-05-14 05:29:07,800.0,1,
Démaquillant yeux waterproof Garnier,Nan,Produits de démaquillage,2023-02-15 05:41:37,1200.0,1,
Terrine de gibier,Nan,Charcuterie,2023-02-16 11:10:10,1500.0,1,
Pâté de lapin aux noix,Nan,Charcuterie,2023-09-12 02:33:38,1800.0,1,
Crème de jour anti-rides Nivea,Nan,Produits de soin pour le visage,2023-08-24 02:50:17,1200.0,1,
Crème pour les mains Neutrogena,Nan,Produits de soin pour les mains,2023-09-05 23:04:40,1000.0,1,
Sachet de popcorn,Nan,Snack,2023-01-25 03:59:01,500.0,1,
Boîte de mouchoirs en papier Kleenex,Nan,Hygiène,2023-10-10 23:31:00,1000.0,1,
Mortadelle,Nan,Charcuterie,2023-02-15 01:06:37,1700.0,1,
Terrine de perdreau,Nan,Charcuterie,2023-04-29 05:20:15,1700.0,1,
Crème solaire enfants Uriage,Nan,Produits de protection solaire,2023-09-30 06:13:33,2000.0,1,
Paquet de chips Tortilla,Nan,Snack,2023-10-31 12:59:38,1000.0,1,
Saucisson à l'Armagnac,Nan,Charcuterie,2023-04-09 18:30:31,1400.0,1,
Pâté de marcassin,Nan,Charcuterie,2023-12-19 22:37:42,1900.0,1,
Jambon des Ardennes,Nan,Charcuterie,2023-05-30 13:51:02,2000.0,1,
Crème hydratante Nivea,Nan,Produits de soin pour le corps,2023-05-28 00:51:32,1000.0,1,
Jambon de la Dombes,Nan,Charcuterie,2023-08-06 01:33:09,2000.0,1,
Gel douche Nivea,Nan,Produits de douche,2023-05-02 11:36:02,1200.0,1,
Jambon de Luxeuil,Nan,Charcuterie,2023-06-19 22:50:48,2000.0,1,
Sachet de thé rooibos,Nan,Thé,2023-10-20 03:21:12,500.0,1,
Gel douche exfoliant Nivea,Nan,Produits de douche,2023-10-20 14:01:47,1200.0,1,
Saucisse de Morteau,Nan,Charcuterie,2023-01-17 02:02:02,1600.0,1,
Dentifrice reminéralisant Elmex,Nan,Produits d'hygiène dentaire,2023-06-27 01:43:14,500.0,1,
Sachet de levure chimique,Nan,Condiment,2023-03-17 03:57:40,500.0,1,
Rillettes d'oie,Nan,Charcuterie,2023-01-31 03:49:52,1500.0,1,
Crème réparatrice Cicabiafine,Nan,Produits de soin pour le corps,2023-12-03 14:35:06,1500.0,1,
Rillettes de truite,Nan,Charcuterie,2023-09-14 20:39:52,1500.0,1,
Gel douche relaxant L'Occitane,Nan,Produits de douche,2023-02-17 05:11:14,1200.0,1,
Pot de moutarde,Nan,Condiment,2023-08-16 20:03:58,500.0,1,
Pâté de lapin aux pistaches,Nan,Charcuterie,2023-06-25 12:58:09,1800.0,1,
Pot de confiture Bonne Maman,Nan,Condiment,2023-10-24 01:29:03,1500.0,1,
Pâté de marcassin,Nan,Charcuterie,2023-03-15 08:06:32,1900.0,1,
Baume à lèvres Labello,Nan,Produits de soin des lèvres,2023-06-18 00:47:15,700.0,1,
Saucisson à la noisette,Nan,Charcuterie,2023-12-08 16:40:59,1700.0,1,
Spray corporel Axe,Nan,Produits de soin pour le corps,2023-09-21 10:53:20,800.0,1,
Pâté de faisan,Nan,Charcuterie,2023-04-14 10:54:51,1800.0,1,
Gel douche Nivea,Nan,Produits de douche,2023-07-20 09:45:25,1200.0,1,
Terrine de biche,Nan,Charcuterie,2023-05-01 23:37:46,1700.0,1,
Lotion anti-imperfections Garnier,Nan,Produits de soin pour le visage,2023-12-01 05:41:27,1200.0,1,
Gel nettoyant visage doux Nivea,Nan,Produits de soin pour le visage,2023-05-21 05:12:53,1800.0,1,
Boîte de céréales Kellogg's,Nan,Céréales,2023-08-29 11:33:32,1500.0,1,
Démaquillant yeux bi-phasé waterproof L'Oréal,Nan,Produits de démaquillage,2023-12-06 05:23:39,1200.0,1,
Dentifrice blancheur Oral-B,Nan,Produits d'hygiène dentaire,2023-08-26 15:58:06,500.0,1,
Boîte de kleenex,Nan,Hygiène,2023-08-21 08:15:30,1000.0,1,
Sac de riz Basmati,Nan,Alimentation,2023-06-08 19:02:33,4000.0,1,
Saucisson à l'Espelette,Nan,Charcuterie,2023-09-08 23:26:11,1400.0,1,
Rillettes de volaille,Nan,Charcuterie,2023-09-09 10:47:09,1500.0,1,
Saucisse de Morteau,Nan,Charcuterie,2023-02-21 02:19:46,1600.0,1,
Crème pour les pieds Scholl,Nan,Produits de soin pour les pieds,2023-12-08 12:58:46,1500.0,1,
Jambon des Ardennes,Nan,Charcuterie,2023-10-03 05:27:22,2000.0,1,
Shampooing volumateur Timotei,Nan,Produits de soin capillaire,2023-10-13 18:34:40,1500.0,1,
Rillettes de truite,Nan,Charcuterie,2023-02-17 22:42:57,1500.0,1,
Crème pour les mains Neutrogena,Nan,Produits de soin pour les mains,2023-02-01 10:34:13,1000.0,1,
Terrine de canard,Nan,Charcuterie,2023-05-11 04:33:41,1700.0,1,
Sachet de chips au fromage,Nan,Snack,2023-04-13 02:19:48,1000.0,1,
Saucisse de veau,Nan,Charcuterie,2023-05-03 19:30:06,1600.0,1,
Soin anti-fatigue pour le visage Nivea,Nan,Produits de soin pour le visage,2023-05-22 17:07:10,2500.0,1,
Saucisson à la noisette,Nan,Charcuterie,2023-01-05 18:21:23,1700.0,1,
Soin hydratant matifiant Vichy,Nan,Produits de soin pour le visage,2023-01-15 21:22:56,2500.0,1,
Rillettes d'oie,Nan,Charcuterie,2023-09-20 02:19:58,1500.0,1,
Jambon de Parme,Nan,Charcuterie,2023-05-21 03:48:12,2000.0,1,
Rillettes de veau,Nan,Charcuterie,2023-06-12 09:04:06,1500.0,1,
Spray corporel Axe,Nan,Produits de soin pour le corps,2023-09-23 12:10:14,800.0,1,
Saucisse de dinde,Nan,Charcuterie,2023-07-18 08:12:32,1600.0,1,
Sachet de graines de sésame,Nan,Condiment,2023-09-18 14:39:31,750.0,1,
Dentifrice blancheur Oral-B,Nan,Produits d'hygiène dentaire,2023-08-19 05:16:15,500.0,1,
Paquet de biscuits au chocolat,Nan,Biscuits,2023-12-28 16:53:09,1000.0,1,
Paquet de pâtes Barilla,Nan,Alimentation,2023-06-08 05:26:47,1000.0,1,
Pot de mayonnaise Amora,Nan,Condiment,2023-11-21 22:31:11,1000.0,1,
Pâté de porc,Nan,Charcuterie,2023-05-21 00:12:58,1200.0,1,
Boîte de céréales Kellogg's,Nan,Céréales,2023-05-01 10:46:10,1500.0,1,
Baume réparateur pour les mains Biafine,Nan,Produits de soin pour les mains,2023-11-04 00:20:21,1000.0,1,
Pot de crème hydratante Nivea,Nan,Hygiène,2023-06-01 05:34:21,1500.0,1,
Crème de nuit nourrissante Nivea,Nan,Produits de soin pour le visage,2023-03-03 13:24:23,1200.0,1,
Sachet de pâtes de curry rouge,Nan,Condiment,2023-03-09 11:52:55,750.0,1,
Spray corporel Axe,Nan,Produits de soin pour le corps,2023-04-22 16:03:35,800.0,1,
Déodorant bille sans parfum Vichy,Nan,Produits d'hygiène,2023-09-14 18:08:03,800.0,1,
Dentifrice blancheur Oral-B,Nan,Produits d'hygiène dentaire,2023-01-10 02:25:11,500.0,1,
Démaquillant Garnier,Nan,Produits de démaquillage,2023-12-24 12:42:18,1200.0,1,
Boîte de thé matcha,Nan,Thé,2023-09-16 04:30:37,1500.0,1,
Sac de croquettes pour chat Whiskas,Nan,Animaux,2023-06-16 02:38:41,1500.0,1,
Mortadelle,Nan,Charcuterie,2023-03-26 00:15:37,1700.0,1,
Crème solaire enfant biodégradable Uriage,Nan,Produits de protection solaire,2023-04-14 09:25:16,2000.0,1,
Rillettes de thon au piment d'Espelette,Nan,Charcuterie,2023-01-07 11:54:28,1500.0,1,
Jambon des Ardennes,Nan,Charcuterie,2023-09-21 14:21:26,2000.0,1,
Masque capillaire Garnier,Nan,Produits de soin capillaire,2023-06-01 21:53:34,1800.0,1,
Baume pour les lèvres Carmex,Nan,Produits de soin des lèvres,2022-02-01 08:48:50,700.0,1,
Saucisson à l'ail,Nan,Charcuterie,2022-09-26 11:38:28,1300.0,1,
Crème anti-rides Nivea,Nan,Produits de soin pour le visage,2022-12-17 23:57:40,2500.0,1,
Pâté de chevreuil,Nan,Charcuterie,2022-02-16 02:48:27,1800.0,1,
Lotion anti-imperfections Garnier,Nan,Produits de soin pour le visage,2022-11-01 03:29:03,1200.0,1,
Lingettes démaquillantes apaisantes Nivea,Nan,Produits de démaquillage,2022-01-19 18:06:38,800.0,1,
Pâté de faisan,Nan,Charcuterie,2022-02-23 11:34:39,1800.0,1,
Lotion purifiante pour le visage L'Oréal,Nan,Produits de soin pour le visage,2022-08-03 20:45:49,1200.0,1,
Paquet de biscuits Oreo,Nan,Biscuits,2022-04-10 04:16:31,1000.0,1,
Paquet de riz long grain,Nan,Alimentation,2022-08-07 09:48:14,1000.0,1,
Gel nettoyant visage purifiant L'Oréal,Nan,Produits de soin pour le visage,2022-11-24 06:35:39,1800.0,1,
Shampooing volumateur Timotei,Nan,Produits de soin capillaire,2022-10-10 00:43:49,1500.0,1,
Gel douche nourrissant à l'huile d'amande Neutrogena,Nan,Produits de douche,2022-06-07 21:49:09,1200.0,1,
Paquet de chips Lay's,Nan,Snack,2022-05-14 02:07:21,750.0,1,
Saucisse de volaille,Nan,Charcuterie,2022-03-30 18:02:25,1600.0,1,
Boîte de mouchoirs en papier Tempo,Nan,Hygiène,2022-11-28 14:21:56,750.0,1,
Jambon de la Vallée d'Aoste,Nan,Charcuterie,2022-12-13 03:56:58,2000.0,1,
Gel douche hydratant Dove,Nan,Produits de douche,2022-04-24 14:53:01,1200.0,1,
Paquet de chips Lay's,Nan,Snack,2022-01-28 18:39:15,750.0,1,
Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena,Nan,Produits de démaquillage,2022-04-12 10:41:39,800.0,1,
Saucisse de Strasbourg,Nan,Charcuterie,2022-03-19 15:12:26,1600.0,1,
Crème de jour anti-rides Nivea,Nan,Produits de soin pour le visage,2022-01-26 22:42:48,1200.0,1,
Shampooing anti-chute Vichy,Nan,Produits de soin capillaire,2022-06-06 10:15:00,1800.0,1,
Pot de crème hydratante Nivea,Nan,Hygiène,2022-02-01 17:22:09,1500.0,1,
Terrine de chevreuil,Nan,Charcuterie,2022-03-09 18:58:41,1700.0,1,
Pot de pâte à tartiner Nutella,Nan,Sucrerie,2022-05-05 12:15:13,2000.0,1,
Lotion anti-rougeurs pour le visage Avène,Nan,Produits de soin pour le visage,2022-01-05 19:46:50,1200.0,1,
Terrine de gibier,Nan,Charcuterie,2022-02-02 01:59:05,1500.0,1,
Crème de jour anti-taches Nivea,Nan,Produits de soin pour le visage,2022-01-04 03:11:34,1200.0,1,
Saucisson à la noisette,Nan,Charcuterie,2022-10-24 20:14:44,1700.0,1,
Lingettes démaquillantes Nivea,Nan,Produits de démaquillage,2022-07-21 20:21:27,800.0,1,
Gel nettoyant visage purifiant Neutrogena,Nan,Produits de soin pour le visage,2022-02-15 18:50:27,1800.0,1,
Soin hydratant intense pour le visage Nivea,Nan,Produits de soin pour le visage,2022-07-10 09:22:46,2500.0,1,
Sac de riz Basmati,Nan,Alimentation,2022-02-14 17:09:30,4000.0,1,
Bouteille de sirop de grenadine,Nan,Boisson,2022-10-12 16:41:38,750.0,1,
Gel coiffant effet mouillé Schwarzkopf,Nan,Produits de coiffure,2022-09-14 11:32:43,1500.0,1,
Saucisson aux noisettes,Nan,Charcuterie,2022-10-01 21:57:15,1400.0,1,
Chorizo,Nan,Charcuterie,2022-12-24 06:50:50,2000.0,1,
Crème réparatrice pour les mains Neutrogena,Nan,Produits de soin pour les mains,2022-11-19 07:06:42,1000.0,1,
Crème de jour anti-rides Nivea,Nan,Produits de soin pour le visage,2022-11-20 15:24:44,1200.0,1,
Sachet de feuilles de thé,Nan,Thé,2022-09-23 23:55:44,500.0,1,
Bouteille de shampoing Head & Shoulders,Nan,Hygiène,2022-12-15 08:18:37,1500.0,1,
Saucisse de veau,Nan,Charcuterie,2022-08-28 05:31:19,1600.0,1,
Saucisson à l'ail,Nan,Charcuterie,2022-11-25 18:39:10,1300.0,1,
Gel nettoyant visage doux Nivea,Nan,Produits de soin pour le visage,2022-07-03 11:12:01,1800.0,1,
Saucisse de Toulouse,Nan,Charcuterie,2022-03-17 21:18:14,1600.0,1,
Bouteille de sirop de grenadine,Nan,Boisson,2022-12-21 09:59:43,750.0,1,
Jambon de Luxeuil,Nan,Charcuterie,2022-04-07 07:44:58,2000.0,1,
Bouteille d'eau minérale Cristaline,Nan,Eau,2022-06-24 08:59:30,500.0,1,
Gel nettoyant visage La Roche-Posay,Nan,Produits de soin pour le visage,2022-07-22 01:58:36,1800.0,1,
Pâté de sanglier,Nan,Charcuterie,2022-01-24 02:48:03,1800.0,1,
Terrine de faisan,Nan,Charcuterie,2022-05-26 14:22:23,1700.0,1,
Poulet entier fermier,Nan,Viande,2022-09-26 05:32:29,3000.0,1,
Boîte de conserve de thon Petit Navire,Nan,Poisson,2022-06-02 07:19:26,1000.0,1,
Sachet de thé rooibos,Nan,Thé,2022-11-09 12:52:07,500.0,1,
Gel douche nourrissant Dove,Nan,Produits de douche,2022-10-13 14:31:10,1200.0,1,
Bouteille d'eau minérale Cristaline,Nan,Eau,2022-10-31 16:42:17,500.0,1,
Terrine de lapin,Nan,Charcuterie,2022-11-01 07:28:58,1600.0,1,
Crème solaire enfant biodégradable Uriage,Nan,Produits de protection solaire,2022-07-16 09:11:41,2000.0,1,
Saucisson au genièvre,Nan,Charcuterie,2022-11-16 15:44:42,1400.0,1,
Rillettes de thon à l'huile d'olive,Nan,Charcuterie,2022-12-27 07:05:29,1500.0,1,
Démaquillant yeux waterproof Garnier,Nan,Produits de démaquillage,2022-10-19 10:19:29,1200.0,1,
Pâté de volaille,Nan,Charcuterie,2022-08-11 13:35:56,1200.0,1,
Terrine de sanglier,Nan,Charcuterie,2022-05-30 12:11:33,1700.0,1,
Crème solaire enfant biodégradable Uriage,Nan,Produits de protection solaire,2022-04-23 03:29:18,2000.0,1,
Pot de confiture Bonne Maman,Nan,Condiment,2022-03-02 14:12:16,1500.0,1,
Pâté de campagne,Nan,Charcuterie,2022-02-21 13:33:42,1200.0,1,
Soin contour des lèvres L'Oréal,Nan,Produits de soin des lèvres,2022-03-24 02:27:16,700.0,1,
Crème de jour anti-taches Nivea,Nan,Produits de soin pour le visage,2022-07-23 19:17:27,1200.0,1,
Crème réparatrice pour les pieds Scholl,Nan,Produits de soin pour les pieds,2022-11-19 12:56:59,1500.0,1,
Pâté de chevreuil,Nan,Charcuterie,2022-12-30 12:10:19,1800.0,1,
Gel douche nourrissant à l'huile d'amande Neutrogena,Nan,Produits de douche,2022-10-20 06:02:53,1200.0,1,
Sac de farine de blé,Nan,Alimentation,2022-06-13 20:14:03,1500.0,1,
Jambon d'Auvergne,Nan,Charcuterie,2022-01-26 04:02:18,2000.0,1,
Terrine de chevreuil,Nan,Charcuterie,2022-02-25 03:58:11,1700.0,1,
Démaquillant Garnier,Nan,Produits de démaquillage,2022-05-18 02:56:04,1200.0,1,
Dentifrice protection caries Sensodyne,Nan,Produits d'hygiène dentaire,2022-05-28 01:33:19,500.0,1,
Jambon de Bayonne,Nan,Charcuterie,2022-06-13 06:17:09,1900.0,1,
Pâté de lapin aux herbes de Provence,Nan,Charcuterie,2022-02-27 15:39:07,1800.0,1,
Paquet de couches Pampers,Nan,Hygiène,2022-06-10 21:19:35,2500.0,1,
Sac de riz Basmati,Nan,Alimentation,2022-05-11 05:30:42,4000.0,1,
Baume réparateur pour les lèvres Bepanthen,Nan,Produits de soin des lèvres,2022-12-25 04:51:26,700.0,1,
Gel coiffant effet mouillé Schwarzkopf,Nan,Produits de coiffure,2022-03-03 05:20:42,1500.0,1,
Paquet de couches Pampers,Nan,Hygiène,2022-12-06 21:47:02,2500.0,1,
Pâté de faisan,Nan,Charcuterie,2022-03-31 10:22:30,1800.0,1,
Saucisson à la figue,Nan,Charcuterie,2022-07-20 20:11:21,1600.0,1,
Saucisse de canard fumée,Nan,Charcuterie,2022-12-19 06:52:05,1600.0,1,
Bouteille de lait frais Lactel,Nan,Lait,2022-06-17 06:09:05,1000.0,1,
Déodorant Rexona,Nan,Produits d'hygiène,2022-03-05 16:03:25,800.0,1,
Lingettes rafraîchissantes pour le visage Nivea,Nan,Produits de démaquillage,2022-01-29 01:44:23,800.0,1,
Bouteille de vin rouge Merlot,Nan,Vin,2022-01-18 23:04:34,2500.0,1,
Terrine de gibier,Nan,Charcuterie,2022-02-03 03:14:53,1500.0,1,
Déodorant stick Narta,Nan,Produits d'hygiène,2022-05-20 02:33:32,800.0,1,
Rillettes de canard,Nan,Charcuterie,2022-06-25 08:17:46,1400.0,1,
Paquet de chips Tortilla,Nan,Snack,2022-02-24 11:25:03,1000.0,1,
Gel douche relaxant à la lavande L'Occitane,Nan,Produits de douche,2022-01-29 18:19:30,1200.0,1,
Lotion tonique purifiante Neutrogena,Nan,Produits de soin pour le visage,2022-08-25 01:43:57,1200.0,1,
Lingettes démaquillantes Nivea,Nan,Produits de démaquillage,2022-04-21 17:19:24,800.0,1,
Gel coiffant effet brillant Schwarzkopf,Nan,Produits de coiffure,2022-07-08 03:50:04,1500.0,1,
Crème solaire peaux sensibles Avène,Nan,Produits de protection solaire,2022-04-02 00:44:30,2000.0,1,
Baume pour les lèvres Carmex,Nan,Produits de soin des lèvres,2022-05-10 08:45:37,700.0,1,
Déodorant stick Narta,Nan,Produits d'hygiène,2022-11-28 03:07:44,800.0,1,
Sachet de sucre roux,Nan,Sucrerie,2022-02-04 06:56:20,500.0,1,
Boudin blanc,Nan,Charcuterie,2022-06-18 06:55:43,1400.0,1,
Démaquillant pour les yeux bi-phasé Nivea,Nan,Produits de démaquillage,2022-09-03 01:11:27,1200.0,1,
Terrine de biche,Nan,Charcuterie,2022-09-17 11:46:53,1700.0,1,
Sachet de chips au fromage,Nan,Snack,2022-05-21 01:35:59,1000.0,1,
Sachet de sel iodé,Nan,Condiment,2022-06-04 09:56:00,500.0,1,
Démaquillant yeux bi-phasé waterproof L'Oréal,Nan,Produits de démaquillage,2022-05-13 22:44:31,1200.0,1,
Terrine de gibier,Nan,Charcuterie,2022-11-12 15:55:30,1500.0,1,
Crème réparatrice Cicabiafine,Nan,Produits de soin pour le corps,2022-11-25 21:41:43,1500.0,1,
Baume après-rasage hydratant Nivea,Nan,Produits de rasage,2022-06-27 01:59:22,700.0,1,
Pâté de lapin aux noisettes,Nan,Charcuterie,2022-11-18 01:46:45,1800.0,1,
Jambon du Bourbonnais,Nan,Charcuterie,2022-10-23 11:44:10,2000.0,1,
